split,loss,mrr,hit@1,hit@5,hit@10,recall@1,recall@5,recall@10
val,0.72754856874636,0.8577820850119161,0.7622846972495468,0.9802431657442326,0.9955673797514664,0.7622846972495468,0.9802431657442326,0.9955673797514664
test,0.722844444066077,0.8593892444608041,0.7642556490726595,0.9813751802561249,0.9960454195977352,0.7642556490726595,0.9813751802561249,0.9960454195977352
