history_window,feature_group,num_features,top_events_used
last_512,baseline,17,"REWARD, machine_learning, Training, Equipment levels, Coffee, Equipment merges, itemsDropEmission, Gun Store, Quests, ADS, Mount Garage, Woodmill"
