split,loss,mrr,hit@1,hit@5,hit@10,recall@1,recall@5,recall@10
val,0.8045789856365264,0.8501482501702997,0.7646944146719182,0.9578906326152646,0.9832342333560776,0.7646944146719182,0.9578906326152646,0.9832342333560776
test,0.79314691562634,0.853913884971574,0.7715399610136452,0.9585769980506823,0.9837231968810917,0.7715399610136452,0.9585769980506823,0.9837231968810917
