cluster,num_users,median_sequence_len,mean_sequence_len,mean_unique_events,mean_repeat_ratio,mean_prefix_active_days,retention_7d_rate,retention_14d_rate,pooling
1,15467,51.0,623.7530225641689,8.130018749595914,0.7932226523684841,1.1997801771513545,0.22078907435508346,0.11473314157877916,last
4,12554,68.0,704.4956189262386,8.269953799585789,0.8219924475442196,1.1976262545802134,0.23175279701651572,0.1281624500665779,last
2,9604,31.0,476.2356309870887,7.615472719700125,0.725157575850119,1.1627446897126197,0.253618194348725,0.181509754028838,last
3,7478,467.0,1744.1259695105643,9.383257555496122,0.8980348380542643,1.1949719176250335,0.21812596006144394,0.12680272108843538,last
0,7392,515.0,2018.8526785714287,9.01569264069264,0.9021191597857497,1.5160984848484849,0.4365555785551646,0.3175355450236967,last
