cluster,num_users,median_sequence_len,mean_sequence_len,mean_unique_events,mean_repeat_ratio,mean_prefix_active_days,retention_7d_rate,retention_14d_rate,pooling
4,20522,324.0,1420.387632784329,9.749683266738135,0.9099051571175949,1.2227365753825163,0.20566318926974664,0.10602864438769846,last_mean
2,13663,22.0,66.41118348825295,6.628632072019323,0.693667620092664,1.1347434677596429,0.1821561338289963,0.1407035175879397,last_mean
1,9354,492.0,1906.1665597605302,8.918323711781056,0.900568389375678,1.4970066281804575,0.4382436735377912,0.3145237644385533,last_mean
0,8616,26.0,270.55582636954506,7.334958217270195,0.7021778049253917,1.1471680594243268,0.23615160349854228,0.16636528028933092,last_mean
3,340,371.5,2392.835294117647,6.614705882352941,0.9173989649219143,1.2294117647058824,0.1926605504587156,0.16766467065868262,last_mean
